tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	Khukh_Davaa	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-02-19 12:47:51	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	748	K		3	MAG	u	7.6	46.8	l	g	-69.9	6.2	13	0
	This study	Khukh_Davaa	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-02-19 12:47:51	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	953	933	K		3	HEM	u	1.3	103.2	l	g	-69.4	6.3	3	0
	This study	Khukh_Davaa	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-02-19 12:47:51	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		3	LOW	u	137.8	63.9	l	g	25.5	0.7	3	100
	This study	Khukh_Davaa	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-02-19 12:47:51	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	748	K		3	MAG	u	7.6	287.0	l	g	-45.8	6.2	13	100
	This study	Khukh_Davaa	Z30.5	Z30	Z30.5a	Z30.5a:LP-DIR-T	hargrave 2015-02-19 12:47:51	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	953	933	K		3	HEM	u	1.3	259.4	l	g	-51.6	6.3	3	100
	This study	Khukh_Davaa	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2015-02-19 12:49:17	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		3	LOW	u	145.4	12.3	l	g	73.2	1.9	3	0
	This study	Khukh_Davaa	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2015-02-19 12:49:17	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	855	773	K		3	MAG	u	18.1	30.7	l	g	-68.1	7.6	13	0
	This study	Khukh_Davaa	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2015-02-19 12:49:17	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	953	933	K		3	HEM	u	6.5	129.9	l	g	-64.6	4.1	3	0
	This study	Khukh_Davaa	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2015-02-19 12:49:17	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		3	LOW	u	145.4	69.8	l	g	26.5	1.9	3	100
	This study	Khukh_Davaa	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2015-02-19 12:49:17	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	855	773	K		3	MAG	u	18.1	292.7	l	g	-41.5	7.6	13	100
	This study	Khukh_Davaa	Z30.6	Z30	Z30.6a	Z30.6a:LP-DIR-T	hargrave 2015-02-19 12:49:17	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	953	933	K		3	HEM	u	6.5	242.4	l	g	-48.5	4.1	3	100
	This study	Khukh_Davaa	Z30.8	Z30	Z30.8a	Z30.8a:LP-DIR-T	hargrave 2015-02-19 12:50:43	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		3	LOW	u	40.6	346.3	l	g	65.3	3.8	3	0
	This study	Khukh_Davaa	Z30.8	Z30	Z30.8a	Z30.8a:LP-DIR-T	hargrave 2015-02-19 12:50:43	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	723	K		3	MAG	u	122.2	49.7	l	g	-53.2	13.7	13	0
	This study	Khukh_Davaa	Z30.8	Z30	Z30.8a	Z30.8a:LP-DIR-T	hargrave 2015-02-19 12:50:43	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	953	903	K		3	HEM	u	18.8	8.1	l	g	68.7	10.8	5	0
	This study	Khukh_Davaa	Z30.8	Z30	Z30.8a	Z30.8a:LP-DIR-T	hargrave 2015-02-19 12:50:43	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		3	LOW	u	40.6	58.6	l	g	33.6	3.8	3	100
	This study	Khukh_Davaa	Z30.8	Z30	Z30.8a	Z30.8a:LP-DIR-T	hargrave 2015-02-19 12:50:43	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	723	K		3	MAG	u	122.2	308.8	l	g	-55.4	13.7	13	100
	This study	Khukh_Davaa	Z30.8	Z30	Z30.8a	Z30.8a:LP-DIR-T	hargrave 2015-02-19 12:50:43	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	953	903	K		3	HEM	u	18.8	64.5	l	g	26.1	10.8	5	100
	This study	Khukh_Davaa	Z31.1	Z31	Z31.1a	Z31.1a:LP-DIR-T	hargrave 2015-01-18 12:04:00	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		2	LOW	u	165.1	3.1	l	g	66.9	1.2	3	0
	This study	Khukh_Davaa	Z31.1	Z31	Z31.1a	Z31.1a:LP-DIR-T	hargrave 2015-01-18 12:04:00	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	855	803	K		2	MAG	u	4.7	162.2	l	g	-73.5	6.1	11	0
	This study	Khukh_Davaa	Z31.1	Z31	Z31.1a	Z31.1a:LP-DIR-T	hargrave 2015-01-18 12:04:00	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		2	LOW	u	165.1	62.0	l	g	27.3	1.2	3	100
	This study	Khukh_Davaa	Z31.1	Z31	Z31.1a	Z31.1a:LP-DIR-T	hargrave 2015-01-18 12:04:00	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	855	803	K		2	MAG	u	4.7	248.6	l	g	-35.0	6.1	11	100
	This study	Khukh_Davaa	Z31.2	Z31	Z31.2a	Z31.2a:LP-DIR-T	hargrave 2015-01-18 12:05:23	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		2	LOW	u	27.1	0.5	l	g	60.4	0.4	3	0
	This study	Khukh_Davaa	Z31.2	Z31	Z31.2a	Z31.2a:LP-DIR-T	hargrave 2015-01-18 12:05:23	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	803	K		2	MAG	u	4.7	186.7	l	g	-74.4	7.6	10	0
	This study	Khukh_Davaa	Z31.2	Z31	Z31.2a	Z31.2a:LP-DIR-T	hargrave 2015-01-18 12:05:23	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		2	LOW	u	27.1	54.6	l	g	26.3	0.4	3	100
	This study	Khukh_Davaa	Z31.2	Z31	Z31.2a	Z31.2a:LP-DIR-T	hargrave 2015-01-18 12:05:23	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	803	K		2	MAG	u	4.7	250.4	l	g	-28.4	7.6	10	100
	This study	Khukh_Davaa	Z31.3	Z31	Z31.3a	Z31.3a:LP-DIR-T	hargrave 2015-01-18 12:06:47	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		2	LOW	u	171.2	352.2	l	g	69.4	2.1	3	0
	This study	Khukh_Davaa	Z31.3	Z31	Z31.3a	Z31.3a:LP-DIR-T	hargrave 2015-01-18 12:06:47	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	828	K		2	MAG	u	5.0	152.3	l	g	-74.3	5.9	7	0
	This study	Khukh_Davaa	Z31.3	Z31	Z31.3a	Z31.3a:LP-DIR-T	hargrave 2015-01-18 12:06:47	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		2	LOW	u	171.2	63.7	l	g	31.8	2.1	3	100
	This study	Khukh_Davaa	Z31.3	Z31	Z31.3a	Z31.3a:LP-DIR-T	hargrave 2015-01-18 12:06:47	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	828	K		2	MAG	u	5.0	250.0	l	g	-37.6	5.9	7	100
	This study	Khukh_Davaa	Z31.4	Z31	Z31.4a	Z31.4a:LP-DIR-T	hargrave 2015-01-18 12:08:24	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		2	LOW	u	170.2	338.7	l	g	64.3	1.0	3	0
	This study	Khukh_Davaa	Z31.4	Z31	Z31.4a	Z31.4a:LP-DIR-T	hargrave 2015-01-18 12:08:24	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	855	803	K		2	MAG	u	3.6	171.1	l	g	-68.3	6.2	11	0
	This study	Khukh_Davaa	Z31.4	Z31	Z31.4a	Z31.4a:LP-DIR-T	hargrave 2015-01-18 12:08:24	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		2	LOW	u	170.2	57.3	l	g	36.8	1.0	3	100
	This study	Khukh_Davaa	Z31.4	Z31	Z31.4a	Z31.4a:LP-DIR-T	hargrave 2015-01-18 12:08:24	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	855	803	K		2	MAG	u	3.6	242.4	l	g	-32.0	6.2	11	100
	This study	Khukh_Davaa	Z31.5	Z31	Z31.5a	Z31.5a:LP-DIR-T	hargrave 2015-01-18 12:09:51	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		2	LOW	u	175.1	4.9	l	g	65.9	3.5	3	0
	This study	Khukh_Davaa	Z31.5	Z31	Z31.5a	Z31.5a:LP-DIR-T	hargrave 2015-01-18 12:09:51	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	855	803	K		2	MAG	u	2.3	182.2	l	g	-65.6	5.8	11	0
	This study	Khukh_Davaa	Z31.5	Z31	Z31.5a	Z31.5a:LP-DIR-T	hargrave 2015-01-18 12:09:51	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		2	LOW	u	175.1	61.1	l	g	26.3	3.5	3	100
	This study	Khukh_Davaa	Z31.5	Z31	Z31.5a	Z31.5a:LP-DIR-T	hargrave 2015-01-18 12:09:51	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	855	803	K		2	MAG	u	2.3	240.4	l	g	-27.2	5.8	11	100
	This study	Khukh_Davaa	Z31.6	Z31	Z31.6a	Z31.6a:LP-DIR-T	hargrave 2015-01-18 12:11:15	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		2	LOW	u	12.4	2.8	l	g	64.3	0.6	3	0
	This study	Khukh_Davaa	Z31.6	Z31	Z31.6a	Z31.6a:LP-DIR-T	hargrave 2015-01-18 12:11:15	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	855	803	K		2	MAG	u	1.0	165.0	l	g	-71.8	4.8	11	0
	This study	Khukh_Davaa	Z31.6	Z31	Z31.6a	Z31.6a:LP-DIR-T	hargrave 2015-01-18 12:11:15	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		2	LOW	u	12.4	59.1	l	g	26.5	0.6	3	100
	This study	Khukh_Davaa	Z31.6	Z31	Z31.6a	Z31.6a:LP-DIR-T	hargrave 2015-01-18 12:11:15	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	855	803	K		2	MAG	u	1.0	246.4	l	g	-34.3	4.8	11	100
	This study	Khukh_Davaa	Z31.7	Z31	Z31.7a	Z31.7a:LP-DIR-T	hargrave 2015-01-18 12:12:36	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		2	LOW	u	15.2	1.9	l	g	62.0	1.5	3	0
	This study	Khukh_Davaa	Z31.7	Z31	Z31.7a	Z31.7a:LP-DIR-T	hargrave 2015-01-18 12:12:36	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	818	K		2	MAG	u	4.1	170.5	l	g	-77.5	7.8	9	0
	This study	Khukh_Davaa	Z31.7	Z31	Z31.7a	Z31.7a:LP-DIR-T	hargrave 2015-01-18 12:12:36	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		2	LOW	u	15.2	56.6	l	g	26.2	1.5	3	100
	This study	Khukh_Davaa	Z31.7	Z31	Z31.7a	Z31.7a:LP-DIR-T	hargrave 2015-01-18 12:12:36	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	818	K		2	MAG	u	4.1	253.2	l	g	-32.8	7.8	9	100
	This study	Khukh_Davaa	Z31.8	Z31	Z31.8a	Z31.8a:LP-DIR-T	hargrave 2015-01-18 12:13:54	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		2	LOW	u	56.0	14.5	l	g	63.6	1.9	3	0
	This study	Khukh_Davaa	Z31.8	Z31	Z31.8a	Z31.8a:LP-DIR-T	hargrave 2015-01-18 12:13:54	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	855	803	K		2	MAG	u	1.1	152.3	l	g	-69.6	4.6	11	0
	This study	Khukh_Davaa	Z31.8	Z31	Z31.8a	Z31.8a:LP-DIR-T	hargrave 2015-01-18 12:13:54	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		2	LOW	u	56.0	60.8	l	g	21.6	1.9	3	100
	This study	Khukh_Davaa	Z31.8	Z31	Z31.8a	Z31.8a:LP-DIR-T	hargrave 2015-01-18 12:13:54	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	855	803	K		2	MAG	u	1.1	244.3	l	g	-38.7	4.6	11	100
	This study	Khukh_Davaa	Z32.1	Z32	Z32.1a	Z32.1a:LP-DIR-T	hargrave 2015-01-18 12:15:57	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		2	LOW	u	12.6	8.3	l	g	59.2	1.2	3	0
	This study	Khukh_Davaa	Z32.1	Z32	Z32.1a	Z32.1a:LP-DIR-T	hargrave 2015-01-18 12:15:57	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	803	K		2	MAG	u	3.5	193.3	l	g	-55.8	9.8	10	0
	This study	Khukh_Davaa	Z32.1	Z32	Z32.1a	Z32.1a:LP-DIR-T	hargrave 2015-01-18 12:15:57	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		2	LOW	u	12.6	51.4	l	g	22.9	1.2	3	100
	This study	Khukh_Davaa	Z32.1	Z32	Z32.1a	Z32.1a:LP-DIR-T	hargrave 2015-01-18 12:15:57	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	803	K		2	MAG	u	3.5	229.9	l	g	-18.8	9.8	10	100
	This study	Khukh_Davaa	Z32.2	Z32	Z32.2a	Z32.2a:LP-DIR-T	hargrave 2015-01-18 12:17:15	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		2	LOW	u	165.9	14.8	l	g	61.9	1.5	3	0
	This study	Khukh_Davaa	Z32.2	Z32	Z32.2a	Z32.2a:LP-DIR-T	hargrave 2015-01-18 12:17:15	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	838	803	K		2	MAG	u	6.8	201.5	l	g	-73.3	7.6	6	0
	This study	Khukh_Davaa	Z32.2	Z32	Z32.2a	Z32.2a:LP-DIR-T	hargrave 2015-01-18 12:17:15	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		2	LOW	u	165.9	55.7	l	g	21.7	1.5	3	100
	This study	Khukh_Davaa	Z32.2	Z32	Z32.2a	Z32.2a:LP-DIR-T	hargrave 2015-01-18 12:17:15	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	838	803	K		2	MAG	u	6.8	247.5	l	g	-26.1	7.6	6	100
	This study	Khukh_Davaa	Z32.3	Z32	Z32.3a	Z32.3a:LP-DIR-T	hargrave 2015-01-19 09:38:35	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		2	LOW	u	20.7	91.9	l	g	-34.0	2.2	3	0
	This study	Khukh_Davaa	Z32.3	Z32	Z32.3a	Z32.3a:LP-DIR-T	hargrave 2015-01-19 09:38:35	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	803	K		2	MAG	u	2.7	131.3	l	g	-63.5	4.4	10	0
	This study	Khukh_Davaa	Z32.3	Z32	Z32.3a	Z32.3a:LP-DIR-T	hargrave 2015-01-19 09:38:35	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		2	LOW	u	20.7	167.6	l	g	-83.4	2.2	3	100
	This study	Khukh_Davaa	Z32.3	Z32	Z32.3a	Z32.3a:LP-DIR-T	hargrave 2015-01-19 09:38:35	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	803	K		2	MAG	u	2.7	233.6	l	g	-49.6	4.4	10	100
	This study	Khukh_Davaa	Z32.4	Z32	Z32.4a	Z32.4a:LP-DIR-T	hargrave 2015-01-19 09:39:58	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		2	LOW	u	52.0	11.7	l	g	62.3	1.1	3	0
	This study	Khukh_Davaa	Z32.4	Z32	Z32.4a	Z32.4a:LP-DIR-T	hargrave 2015-01-19 09:39:58	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	803	K		2	MAG	u	5.3	170.8	l	g	-60.4	8.1	10	0
	This study	Khukh_Davaa	Z32.4	Z32	Z32.4a	Z32.4a:LP-DIR-T	hargrave 2015-01-19 09:39:58	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		2	LOW	u	52.0	55.3	l	g	23.1	1.1	3	100
	This study	Khukh_Davaa	Z32.4	Z32	Z32.4a	Z32.4a:LP-DIR-T	hargrave 2015-01-19 09:39:58	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	803	K		2	MAG	u	5.3	228.7	l	g	-31.4	8.1	10	100
	This study	Khukh_Davaa	Z32.5	Z32	Z32.5a	Z32.5a:LP-DIR-T	hargrave 2015-01-19 09:42:08	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		2	LOW	u	85.3	35.5	l	g	61.6	2.9	3	0
	This study	Khukh_Davaa	Z32.5	Z32	Z32.5a	Z32.5a:LP-DIR-T	hargrave 2015-01-19 09:42:08	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	803	K		2	MAG	u	8.3	165.6	l	g	-65.1	6.6	10	0
	This study	Khukh_Davaa	Z32.5	Z32	Z32.5a	Z32.5a:LP-DIR-T	hargrave 2015-01-19 09:42:08	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	77	K		2	LOW	u	85.3	62.4	l	g	14.3	2.9	3	100
	This study	Khukh_Davaa	Z32.5	Z32	Z32.5a	Z32.5a:LP-DIR-T	hargrave 2015-01-19 09:42:08	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	803	K		2	MAG	u	8.3	233.5	l	g	-34.8	6.6	10	100
	This study	Khukh_Davaa	Z32.6	Z32	Z32.6a	Z32.6a:LP-DIR-T	hargrave 2015-01-18 12:24:12	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	77	K		2	LOW	u	35.1	59.0	l	g	44.4	0.9	3	0
