tab 	pmag_sites
er_analyst_mail_names	er_citation_names	er_location_name	er_site_name	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	site_alpha95	site_comp_name	site_dec	site_description	site_inc	site_inferred_age	site_inferred_age_sigma	site_inferred_age_unit	site_k	site_n	site_n_lines	site_n_planes	site_polarity	site_r	site_tilt_correction
	This study	Khukh_Davaa	Z32	Z32.1a:Z32.2a:Z32.3a:Z32.4a:Z32.5a:Z32.6a:Z32.7a:Z32.8a:Z32.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	24.2	LOW	36.6	Site direction included in results table	57.6	9.9815e+02	9.9815e+02	Years Cal BP	6	9	9	0		7.5457	0
	This study	Khukh_Davaa	Z32	Z32.1a:Z32.2a:Z32.3a:Z32.4a:Z32.5a:Z32.6a:Z32.7a:Z32.8a:Z32.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.0	MAG	170.4	Site direction included in results table	-65.2	9.9815e+02	9.9815e+02	Years Cal BP	43	9	9	0		8.8118	0
	This study	Khukh_Davaa	Z32	Z32.1a:Z32.2a:Z32.3a:Z32.4a:Z32.5a:Z32.6a:Z32.7a:Z32.8a:Z32.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	27.1	LOW	142.4	Site direction included in results table	41.4	9.9815e+02	9.9815e+02	Years Cal BP	5	9	9	0		7.2513	100
	This study	Khukh_Davaa	Z32	Z32.1a:Z32.2a:Z32.3a:Z32.4a:Z32.5a:Z32.6a:Z32.7a:Z32.8a:Z32.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	10.2	MAG	309.0	Site direction included in results table	-61.3	9.9815e+02	9.9815e+02	Years Cal BP	26	9	9	0		8.6960	100
	This study	Khukh_Davaa	Z33	Z33.1a:Z33.2a:Z33.3a:Z33.4a:Z33.5a:Z33.6a:Z33.7a:Z33.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.0	LOW	0.9	Site direction included in results table	64.4	9.9815e+02	9.9815e+02	Years Cal BP	86	8	8	0		7.9187	0
	This study	Khukh_Davaa	Z33	Z33.1a:Z33.2a:Z33.3a:Z33.4a:Z33.5a:Z33.6a:Z33.7a:Z33.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.6	MAG	184.6	Site direction included in results table	-78.6	9.9815e+02	9.9815e+02	Years Cal BP	147	8	8	0		7.9525	0
	This study	Khukh_Davaa	Z33	Z33.1a:Z33.2a:Z33.3a:Z33.4a:Z33.5a:Z33.6a:Z33.7a:Z33.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	9.2	LOW	139.6	Site direction included in results table	53.9	9.9815e+02	9.9815e+02	Years Cal BP	37	8	8	0		7.8110	100
	This study	Khukh_Davaa	Z33	Z33.1a:Z33.2a:Z33.3a:Z33.4a:Z33.5a:Z33.6a:Z33.7a:Z33.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	7.7	MAG	339.1	Site direction included in results table	-57.4	9.9815e+02	9.9815e+02	Years Cal BP	52	8	8	0		7.8658	100
	This study	Khukh_Davaa	Z34	Z34.10a:Z34.1a:Z34.2a:Z34.3a:Z34.4a:Z34.5a:Z34.6a:Z34.7a:Z34.8a:Z34.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.9	LOW	0.6	Site direction included in results table	62.4	9.9815e+02	9.9815e+02	Years Cal BP	157	10	10	0		9.9427	0
	This study	Khukh_Davaa	Z34	Z34.10a:Z34.1a:Z34.2a:Z34.3a:Z34.4a:Z34.5a:Z34.6a:Z34.7a:Z34.8a:Z34.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.8	MAG	165.7	Site direction included in results table	-76.2	9.9815e+02	9.9815e+02	Years Cal BP	289	10	10	0		9.9688	0
	This study	Khukh_Davaa	Z34	Z34.10a:Z34.1a:Z34.2a:Z34.3a:Z34.4a:Z34.5a:Z34.6a:Z34.7a:Z34.8a:Z34.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	14.6	LOW	136.8	Site direction included in results table	66.2	9.9815e+02	9.9815e+02	Years Cal BP	12	10	10	0		9.2464	100
	This study	Khukh_Davaa	Z34	Z34.10a:Z34.1a:Z34.2a:Z34.3a:Z34.4a:Z34.5a:Z34.6a:Z34.7a:Z34.8a:Z34.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	9.7	MAG	347.0	Site direction included in results table	-66.5	9.9815e+02	9.9815e+02	Years Cal BP	26	10	10	0		9.6486	100
	This study	Khukh_Davaa	Z35	Z35.1a:Z35.2a:Z35.3a:Z35.4a:Z35.5a:Z35.6a:Z35.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	11.0	LOW	19.4	Site direction included in results table	58.8	9.9815e+02	9.9815e+02	Years Cal BP	31	7	7	0		6.8056	0
	This study	Khukh_Davaa	Z35	Z35.1a:Z35.2a:Z35.3a:Z35.4a:Z35.5a:Z35.6a:Z35.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	11.6	MAG	188.9	Site direction included in results table	-55.8	9.9815e+02	9.9815e+02	Years Cal BP	28	7	7	0		6.7874	0
	This study	Khukh_Davaa	Z35	Z35.1a:Z35.2a:Z35.3a:Z35.4a:Z35.5a:Z35.6a:Z35.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	28.8	HEM	192.5	Site direction included in results table	-12.2	9.9815e+02	9.9815e+02	Years Cal BP	5	7	7	0		5.8800	0
	This study	Khukh_Davaa	Z35	Z35.1a:Z35.2a:Z35.3a:Z35.4a:Z35.5a:Z35.6a:Z35.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	24.9	LOW	197.5	Site direction included in results table	71.7	9.9815e+02	9.9815e+02	Years Cal BP	7	7	7	0		6.1204	100
	This study	Khukh_Davaa	Z35	Z35.1a:Z35.2a:Z35.3a:Z35.4a:Z35.5a:Z35.6a:Z35.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	24.9	MAG	39.9	Site direction included in results table	-70.2	9.9815e+02	9.9815e+02	Years Cal BP	7	7	7	0		6.1215	100
	This study	Khukh_Davaa	Z35	Z35.1a:Z35.2a:Z35.3a:Z35.4a:Z35.5a:Z35.6a:Z35.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	41.5	HEM	146.6	Site direction included in results table	-58.5	9.9815e+02	9.9815e+02	Years Cal BP	3	7	7	0		5.0470	100
	This study	Khukh_Davaa	Z36	Z36.1a:Z36.2a:Z36.3a:Z36.4a:Z36.5a:Z36.6a:Z36.7a:Z36.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.7	LOW	356.0	Site direction included in results table	62.7	9.9815e+02	9.9815e+02	Years Cal BP	225	8	8	0		7.9689	0
	This study	Khukh_Davaa	Z36	Z36.1a:Z36.2a:Z36.3a:Z36.4a:Z36.5a:Z36.6a:Z36.7a:Z36.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.2	MAG	184.6	Site direction included in results table	-73.5	9.9815e+02	9.9815e+02	Years Cal BP	178	8	8	0		7.9607	0
	This study	Khukh_Davaa	Z36	Z36.1a:Z36.2a:Z36.3a:Z36.4a:Z36.5a:Z36.6a:Z36.7a:Z36.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	9.5	LOW	218.1	Site direction included in results table	43.1	9.9815e+02	9.9815e+02	Years Cal BP	35	8	8	0		7.8007	100
	This study	Khukh_Davaa	Z36	Z36.1a:Z36.2a:Z36.3a:Z36.4a:Z36.5a:Z36.6a:Z36.7a:Z36.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	10.1	MAG	22.7	Site direction included in results table	-47.0	9.9815e+02	9.9815e+02	Years Cal BP	31	8	8	0		7.7739	100
	This study	Khukh_Davaa	Z37	Z37.1a:Z37.2a:Z37.3a:Z37.4a:Z37.5a:Z37.6a:Z37.7a:Z37.8a:Z37.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.0	LOW	1.2	Site direction included in results table	62.5	9.9815e+02	9.9815e+02	Years Cal BP	303	9	9	0		8.9736	0
	This study	Khukh_Davaa	Z37	Z37.1a:Z37.2a:Z37.3a:Z37.4a:Z37.5a:Z37.6a:Z37.7a:Z37.8a:Z37.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	7.5	MAG	172.8	Site direction included in results table	-74.7	9.9815e+02	9.9815e+02	Years Cal BP	48	9	9	0		8.8347	0
	This study	Khukh_Davaa	Z37	Z37.1a:Z37.2a:Z37.3a:Z37.4a:Z37.5a:Z37.6a:Z37.7a:Z37.8a:Z37.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	12.0	LOW	212.5	Site direction included in results table	34.8	9.9815e+02	9.9815e+02	Years Cal BP	19	9	9	0		8.5872	100
	This study	Khukh_Davaa	Z37	Z37.1a:Z37.2a:Z37.3a:Z37.4a:Z37.5a:Z37.6a:Z37.7a:Z37.8a:Z37.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	12.8	MAG	17.6	Site direction included in results table	-36.5	9.9815e+02	9.9815e+02	Years Cal BP	17	9	9	0		8.5356	100
	This study	Khukh_Davaa	Z38	Z38.10a:Z38.1a:Z38.2a:Z38.3a:Z38.4a:Z38.5a:Z38.6a:Z38.7a:Z38.8a:Z38.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.0	LOW	2.8	Site direction included in results table	64.3	9.9815e+02	9.9815e+02	Years Cal BP	95	10	10	0		9.9049	0
	This study	Khukh_Davaa	Z38	Z38.10a:Z38.1a:Z38.2a:Z38.3a:Z38.4a:Z38.5a:Z38.6a:Z38.7a:Z38.8a:Z38.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.0	MAG	170.1	Site direction included in results table	-68.5	9.9815e+02	9.9815e+02	Years Cal BP	37	10	10	0		9.7572	0
	This study	Khukh_Davaa	Z38	Z38.3a:Z38.4a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	pmagpy-3.4.1	ACCEPT	8.8	HEM	195.6	Site direction included in results table	-26.4	9.9815e+02	9.9815e+02	Years Cal BP	801	2	2	0		1.9988	0
	This study	Khukh_Davaa	Z38	Z38.10a:Z38.1a:Z38.2a:Z38.3a:Z38.4a:Z38.5a:Z38.6a:Z38.7a:Z38.8a:Z38.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	12.4	LOW	212.0	Site direction included in results table	59.2	9.9815e+02	9.9815e+02	Years Cal BP	16	10	10	0		9.4388	100
	This study	Khukh_Davaa	Z38	Z38.10a:Z38.1a:Z38.2a:Z38.3a:Z38.4a:Z38.5a:Z38.6a:Z38.7a:Z38.8a:Z38.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	13.2	MAG	28.4	Site direction included in results table	-52.4	9.9815e+02	9.9815e+02	Years Cal BP	14	10	10	0		9.3738	100
	This study	Khukh_Davaa	Z38	Z38.3a:Z38.4a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	47.2	HEM	127.7	Site direction included in results table	-67.5	9.9815e+02	9.9815e+02	Years Cal BP	30	2	2	0		1.9668	100
	This study	Khukh_Davaa	Z39	Z39.1a:Z39.2a:Z39.3a:Z39.4a:Z39.5a:Z39.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	12.0	LOW	359.6	Site direction included in results table	58.7	9.9815e+02	9.9815e+02	Years Cal BP	32	6	6	0		5.8444	0
	This study	Khukh_Davaa	Z39	Z39.1a:Z39.2a:Z39.3a:Z39.4a:Z39.5a:Z39.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.4	MAG	196.1	Site direction included in results table	-56.0	9.9815e+02	9.9815e+02	Years Cal BP	112	6	6	0		5.9553	0
	This study	Khukh_Davaa	Z39	Z39.2a:Z39.3a:Z39.4a:Z39.5a:Z39.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.7	HEM	196.3	Site direction included in results table	-15.6	9.9815e+02	9.9815e+02	Years Cal BP	79	5	5	0		4.9493	0
	This study	Khukh_Davaa	Z39	Z39.1a:Z39.2a:Z39.3a:Z39.4a:Z39.5a:Z39.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	13.3	LOW	275.8	Site direction included in results table	76.5	9.9815e+02	9.9815e+02	Years Cal BP	26	6	6	0		5.8107	100
	This study	Khukh_Davaa	Z39	Z39.1a:Z39.2a:Z39.3a:Z39.4a:Z39.5a:Z39.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	9.6	MAG	137.0	Site direction included in results table	-81.3	9.9815e+02	9.9815e+02	Years Cal BP	50	6	6	0		5.8994	100
	This study	Khukh_Davaa	Z39	Z39.2a:Z39.3a:Z39.4a:Z39.5a:Z39.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	11.1	HEM	168.3	Site direction included in results table	-40.6	9.9815e+02	9.9815e+02	Years Cal BP	48	5	5	0		4.9170	100
	This study	Khukh_Davaa	Z40	Z40.1a:Z40.2a:Z40.3a:Z40.4a:Z40.5a:Z40.6a:Z40.7a:Z40.8a:Z40.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.2	LOW	357.9	Site direction included in results table	60.5	9.9815e+02	9.9815e+02	Years Cal BP	99	9	9	0		8.9188	0
	This study	Khukh_Davaa	Z40	Z40.1a:Z40.2a:Z40.3a:Z40.4a:Z40.5a:Z40.6a:Z40.7a:Z40.8a:Z40.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.8	MAG	171.9	Site direction included in results table	-71.4	9.9815e+02	9.9815e+02	Years Cal BP	114	9	9	0		8.9300	0
	This study	Khukh_Davaa	Z40	Z40.1a:Z40.2a:Z40.3a:Z40.4a:Z40.7a:Z40.8a:Z40.9a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	7.8	HEM	189.2	Site direction included in results table	-23.5	9.9815e+02	9.9815e+02	Years Cal BP	61	7	7	0		6.9015	0
	This study	Khukh_Davaa	Z40	Z40.1a:Z40.2a:Z40.3a:Z40.4a:Z40.5a:Z40.6a:Z40.7a:Z40.8a:Z40.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	12.5	LOW	225.3	Site direction included in results table	63.2	9.9815e+02	9.9815e+02	Years Cal BP	18	9	9	0		8.5505	100
	This study	Khukh_Davaa	Z40	Z40.1a:Z40.2a:Z40.3a:Z40.4a:Z40.5a:Z40.6a:Z40.7a:Z40.8a:Z40.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	10.6	MAG	21.2	Site direction included in results table	-60.3	9.9815e+02	9.9815e+02	Years Cal BP	25	9	9	0		8.6762	100
	This study	Khukh_Davaa	Z40	Z40.1a:Z40.2a:Z40.3a:Z40.4a:Z40.7a:Z40.8a:Z40.9a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	35.4	HEM	120.9	Site direction included in results table	-66.1	9.9815e+02	9.9815e+02	Years Cal BP	4	7	7	0		5.4455	100
	This study	Khukh_Davaa	Z41	Z41.1a:Z41.2a:Z41.3a:Z41.4a:Z41.5a:Z41.6a:Z41.7a:Z41.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.3	LOW	356.8	Site direction included in results table	72.5	9.9815e+02	9.9815e+02	Years Cal BP	45	8	8	0		7.8456	0
	This study	Khukh_Davaa	Z41	Z41.1a:Z41.2a:Z41.3a:Z41.4a:Z41.5a:Z41.6a:Z41.7a:Z41.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.6	MAG	175.5	Site direction included in results table	-59.9	9.9815e+02	9.9815e+02	Years Cal BP	147	8	8	0		7.9525	0
	This study	Khukh_Davaa	Z41	Z41.1a:Z41.2a:Z41.3a:Z41.4a:Z41.5a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	16.1	HEM	178.8	Site direction included in results table	-26.2	9.9815e+02	9.9815e+02	Years Cal BP	24	5	5	0		4.8303	0
	This study	Khukh_Davaa	Z41	Z41.1a:Z41.2a:Z41.3a:Z41.4a:Z41.5a:Z41.6a:Z41.7a:Z41.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	14.0	LOW	197.4	Site direction included in results table	64.5	9.9815e+02	9.9815e+02	Years Cal BP	17	8	8	0		7.5791	100
	This study	Khukh_Davaa	Z41	Z41.1a:Z41.2a:Z41.3a:Z41.4a:Z41.5a:Z41.6a:Z41.7a:Z41.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	22.9	MAG	3.9	Site direction included in results table	-70.4	9.9815e+02	9.9815e+02	Years Cal BP	7	8	8	0		6.9677	100
	This study	Khukh_Davaa	Z41	Z41.1a:Z41.2a:Z41.3a:Z41.4a:Z41.5a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	66.3	HEM	79.6	Site direction included in results table	-51.0	9.9815e+02	9.9815e+02	Years Cal BP	2	5	5	0		3.2549	100
	This study	Khukh_Davaa	Z42	Z42.1a:Z42.2a:Z42.3a:Z42.4a:Z42.5a:Z42.6a:Z42.7a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	11.1	LOW	11.7	Site direction included in results table	66.2	9.9815e+02	9.9815e+02	Years Cal BP	26	8	8	0		7.7293	0
	This study	Khukh_Davaa	Z42	Z42.1a:Z42.2a:Z42.3a:Z42.4a:Z42.5a:Z42.6a:Z42.7a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	11.2	MAG	196.4	Site direction included in results table	-44.3	9.9815e+02	9.9815e+02	Years Cal BP	26	8	8	0		7.7269	0
	This study	Khukh_Davaa	Z42	Z42.2a:Z42.4a:Z42.5a:Z42.6a:Z42.7a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	16.4	HEM	165.4	Site direction included in results table	27.3	9.9815e+02	9.9815e+02	Years Cal BP	18	6	6	0		5.7169	0
	This study	Khukh_Davaa	Z42	Z42.2a:Z42.5a:Z42.6a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	22.7	MID	332.9	Site direction included in results table	-69.0	9.9815e+02	9.9815e+02	Years Cal BP	17	4	4	0		3.8270	0
	This study	Khukh_Davaa	Z42	Z42.1a:Z42.2a:Z42.3a:Z42.4a:Z42.5a:Z42.6a:Z42.7a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	12.9	LOW	235.1	Site direction included in results table	86.3	9.9815e+02	9.9815e+02	Years Cal BP	19	8	8	0		7.6404	100
	This study	Khukh_Davaa	Z42	Z42.1a:Z42.2a:Z42.3a:Z42.4a:Z42.5a:Z42.6a:Z42.7a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	18.9	MAG	184.7	Site direction included in results table	-73.3	9.9815e+02	9.9815e+02	Years Cal BP	10	8	8	0		7.2687	100
	This study	Khukh_Davaa	Z42	Z42.2a:Z42.4a:Z42.5a:Z42.6a:Z42.7a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	30.6	HEM	158.4	Site direction included in results table	7.3	9.9815e+02	9.9815e+02	Years Cal BP	6	6	6	0		5.1306	100
	This study	Khukh_Davaa	Z42	Z42.2a:Z42.5a:Z42.6a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	22.8	MID	347.5	Site direction included in results table	-41.3	9.9815e+02	9.9815e+02	Years Cal BP	17	4	4	0		3.8255	100
