tab 	pmag_sites
er_analyst_mail_names	er_citation_names	er_location_name	er_site_name	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	site_alpha95	site_comp_name	site_dec	site_description	site_inc	site_inferred_age	site_inferred_age_sigma	site_inferred_age_unit	site_k	site_n	site_n_lines	site_n_planes	site_polarity	site_r	site_tilt_correction
	This study	Khukh_Davaa	Z43	Z43.1a:Z43.2a:Z43.3a:Z43.4a:Z43.5a:Z43.6a:Z43.7a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.8	LOW	1.1	Site direction included in results table	60.6	9.9815e+02	9.9815e+02	Years Cal BP	132	8	8	0		7.9471	0
	This study	Khukh_Davaa	Z43	Z43.1a:Z43.2a:Z43.3a:Z43.4a:Z43.5a:Z43.6a:Z43.7a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	10.7	MAG	188.5	Site direction included in results table	-36.9	9.9815e+02	9.9815e+02	Years Cal BP	28	8	8	0		7.7455	0
	This study	Khukh_Davaa	Z43	Z43.1a:Z43.2a:Z43.3a:Z43.4a:Z43.5a:Z43.6a:Z43.7a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.2	HEM	182.8	Site direction included in results table	12.7	9.9815e+02	9.9815e+02	Years Cal BP	80	8	8	0		7.9128	0
	This study	Khukh_Davaa	Z43	Z43.3a:Z43.4a:Z43.5a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	27.3	MID	214.7	Site direction included in results table	-62.3	9.9815e+02	9.9815e+02	Years Cal BP	12	4	4	0		3.7567	0
	This study	Khukh_Davaa	Z43	Z43.1a:Z43.2a:Z43.3a:Z43.4a:Z43.5a:Z43.6a:Z43.7a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	17.1	LOW	210.5	Site direction included in results table	35.4	9.9815e+02	9.9815e+02	Years Cal BP	11	8	8	0		7.3856	100
	This study	Khukh_Davaa	Z43	Z43.1a:Z43.2a:Z43.3a:Z43.4a:Z43.5a:Z43.6a:Z43.7a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	26.0	MAG	46.9	Site direction included in results table	-24.7	9.9815e+02	9.9815e+02	Years Cal BP	6	8	8	0		6.7276	100
	This study	Khukh_Davaa	Z43	Z43.1a:Z43.2a:Z43.3a:Z43.4a:Z43.5a:Z43.6a:Z43.7a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	36.8	HEM	99.9	Site direction included in results table	11.3	9.9815e+02	9.9815e+02	Years Cal BP	3	8	8	0		5.8248	100
	This study	Khukh_Davaa	Z43	Z43.3a:Z43.4a:Z43.5a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	42.3	MID	8.4	Site direction included in results table	-55.1	9.9815e+02	9.9815e+02	Years Cal BP	6	4	4	0		3.4733	100
	This study	Khukh_Davaa	Z44	Z44.1a:Z44.2a:Z44.3a:Z44.4a:Z44.5a:Z44.6a:Z44.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	20.3	LOW	318.1	Site direction included in results table	71.9	9.9815e+02	9.9815e+02	Years Cal BP	10	7	7	0		6.3885	0
	This study	Khukh_Davaa	Z44	Z44.2a:Z44.4a:Z44.5a:Z44.6a:Z44.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	12.3	MAG	177.3	Site direction included in results table	26.0	9.9815e+02	9.9815e+02	Years Cal BP	39	5	5	0		4.8986	0
	This study	Khukh_Davaa	Z44	Z44.1a:Z44.2a:Z44.3a:Z44.4a:Z44.5a:Z44.6a:Z44.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	2.0	HEM	182.1	Site direction included in results table	26.7	9.9815e+02	9.9815e+02	Years Cal BP	891	7	7	0		6.9933	0
	This study	Khukh_Davaa	Z44	Z44.1a:Z44.2a:Z44.3a:Z44.4a:Z44.5a:Z44.6a:Z44.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	24.0	LOW	188.9	Site direction included in results table	15.0	9.9815e+02	9.9815e+02	Years Cal BP	7	7	7	0		6.1730	100
	This study	Khukh_Davaa	Z44	Z44.2a:Z44.4a:Z44.5a:Z44.6a:Z44.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	46.4	MAG	124.1	Site direction included in results table	24.9	9.9815e+02	9.9815e+02	Years Cal BP	4	5	5	0		3.9121	100
	This study	Khukh_Davaa	Z44	Z44.1a:Z44.2a:Z44.3a:Z44.4a:Z44.5a:Z44.6a:Z44.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	31.0	HEM	125.1	Site direction included in results table	18.2	9.9815e+02	9.9815e+02	Years Cal BP	5	7	7	0		5.7361	100
	This study	Khukh_Davaa	Z45	Z45.1a:Z45.2a:Z45.3a:Z45.4a:Z45.5a:Z45.6a:Z45.7a:Z45.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	39.0	LOW	320.0	Site direction included in results table	51.5	9.9815e+02	9.9815e+02	Years Cal BP	3	8	8	0		5.6412	0
	This study	Khukh_Davaa	Z45	Z45.1a:Z45.2a:Z45.3a:Z45.4a:Z45.5a:Z45.6a:Z45.7a:Z45.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.3	MAG	185.6	Site direction included in results table	22.6	9.9815e+02	9.9815e+02	Years Cal BP	46	8	8	0		7.8466	0
	This study	Khukh_Davaa	Z45	Z45.1a:Z45.2a:Z45.3a:Z45.4a:Z45.5a:Z45.6a:Z45.7a:Z45.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.7	HEM	179.4	Site direction included in results table	23.1	9.9815e+02	9.9815e+02	Years Cal BP	142	8	8	0		7.9509	0
	This study	Khukh_Davaa	Z45	Z45.1a:Z45.2a:Z45.3a:Z45.4a:Z45.5a:Z45.6a:Z45.7a:Z45.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	47.3	LOW	211.4	Site direction included in results table	26.3	9.9815e+02	9.9815e+02	Years Cal BP	2	8	8	0		4.9939	100
	This study	Khukh_Davaa	Z45	Z45.1a:Z45.2a:Z45.3a:Z45.4a:Z45.5a:Z45.6a:Z45.7a:Z45.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	28.5	MAG	138.9	Site direction included in results table	-3.9	9.9815e+02	9.9815e+02	Years Cal BP	5	8	8	0		6.5171	100
	This study	Khukh_Davaa	Z45	Z45.1a:Z45.2a:Z45.3a:Z45.4a:Z45.5a:Z45.6a:Z45.7a:Z45.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	28.2	HEM	134.1	Site direction included in results table	-1.8	9.9815e+02	9.9815e+02	Years Cal BP	5	8	8	0		6.5466	100
	This study	Khukh_Davaa	Z46	Z46.1a:Z46.2a:Z46.3a:Z46.4a:Z46.5a:Z46.6a:Z46.7a:Z46.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	4.7	LOW	1.6	Site direction included in results table	62.4	9.9815e+02	9.9815e+02	Years Cal BP	139	8	8	0		7.9497	0
	This study	Khukh_Davaa	Z46	Z46.1a:Z46.2a:Z46.3a:Z46.4a:Z46.5a:Z46.6a:Z46.7a:Z46.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.7	MAG	209.8	Site direction included in results table	-58.0	9.9815e+02	9.9815e+02	Years Cal BP	69	8	8	0		7.8981	0
	This study	Khukh_Davaa	Z46	Z46.6a:Z46.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	pmagpy-3.4.1	ACCEPT	43.1	HEM	199.6	Site direction included in results table	23.0	9.9815e+02	9.9815e+02	Years Cal BP	36	2	2	0		1.9720	0
	This study	Khukh_Davaa	Z46	Z46.1a:Z46.2a:Z46.3a:Z46.4a:Z46.5a:Z46.6a:Z46.7a:Z46.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	15.8	LOW	241.4	Site direction included in results table	63.1	9.9815e+02	9.9815e+02	Years Cal BP	13	8	8	0		7.4738	100
	This study	Khukh_Davaa	Z46	Z46.1a:Z46.2a:Z46.3a:Z46.4a:Z46.5a:Z46.6a:Z46.7a:Z46.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	18.8	MAG	89.1	Site direction included in results table	-74.1	9.9815e+02	9.9815e+02	Years Cal BP	10	8	8	0		7.2745	100
	This study	Khukh_Davaa	Z46	Z46.6a:Z46.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	3.0	HEM	132.0	Site direction included in results table	5.1	9.9815e+02	9.9815e+02	Years Cal BP	6818	2	2	0		1.9999	100
	This study	Khukh_Davaa	Z47	Z47.1a:Z47.2a:Z47.3a:Z47.4a:Z47.5a:Z47.6a:Z47.7a:Z47.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.7	LOW	349.9	Site direction included in results table	55.6	9.9815e+02	9.9815e+02	Years Cal BP	42	8	8	0		7.8318	0
	This study	Khukh_Davaa	Z47	Z47.1a:Z47.2a:Z47.3a:Z47.4a:Z47.5a:Z47.6a:Z47.7a:Z47.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.6	MAG	208.1	Site direction included in results table	-59.6	9.9815e+02	9.9815e+02	Years Cal BP	99	8	8	0		7.9290	0
	This study	Khukh_Davaa	Z47	Z47.1a:Z47.2a:Z47.3a:Z47.4a:Z47.5a:Z47.6a:Z47.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	14.4	HEM	186.5	Site direction included in results table	-3.8	9.9815e+02	9.9815e+02	Years Cal BP	19	7	7	0		6.6758	0
	This study	Khukh_Davaa	Z47	Z47.1a:Z47.2a:Z47.3a:Z47.4a:Z47.5a:Z47.6a:Z47.7a:Z47.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	15.0	LOW	238.0	Site direction included in results table	55.8	9.9815e+02	9.9815e+02	Years Cal BP	15	8	8	0		7.5207	100
	This study	Khukh_Davaa	Z47	Z47.1a:Z47.2a:Z47.3a:Z47.4a:Z47.5a:Z47.6a:Z47.7a:Z47.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	14.1	MAG	31.9	Site direction included in results table	-73.9	9.9815e+02	9.9815e+02	Years Cal BP	16	8	8	0		7.5753	100
	This study	Khukh_Davaa	Z47	Z47.1a:Z47.2a:Z47.3a:Z47.4a:Z47.5a:Z47.6a:Z47.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	17.4	HEM	127.6	Site direction included in results table	-35.7	9.9815e+02	9.9815e+02	Years Cal BP	13	7	7	0		6.5401	100
	This study	Khukh_Davaa	Z48	Z48.1a:Z48.2a:Z48.3a:Z48.4a:Z48.5a:Z48.6a:Z48.7a:Z48.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.6	LOW	340.0	Site direction included in results table	61.5	9.9815e+02	9.9815e+02	Years Cal BP	98	8	8	0		7.9288	0
	This study	Khukh_Davaa	Z48	Z48.1a:Z48.2a:Z48.3a:Z48.4a:Z48.5a:Z48.6a:Z48.7a:Z48.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.8	MAG	207.9	Site direction included in results table	-49.3	9.9815e+02	9.9815e+02	Years Cal BP	68	8	8	0		7.8972	0
	This study	Khukh_Davaa	Z48	Z48.1a:Z48.2a:Z48.3a:Z48.4a:Z48.5a:Z48.6a:Z48.7a:Z48.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.2	HEM	186.7	Site direction included in results table	20.7	9.9815e+02	9.9815e+02	Years Cal BP	112	8	8	0		7.9377	0
	This study	Khukh_Davaa	Z48	Z48.1a:Z48.2a:Z48.3a:Z48.4a:Z48.5a:Z48.6a:Z48.7a:Z48.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	15.1	LOW	244.9	Site direction included in results table	69.3	9.9815e+02	9.9815e+02	Years Cal BP	14	8	8	0		7.5148	100
	This study	Khukh_Davaa	Z48	Z48.1a:Z48.2a:Z48.3a:Z48.4a:Z48.5a:Z48.6a:Z48.7a:Z48.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	12.9	MAG	190.1	Site direction included in results table	-79.4	9.9815e+02	9.9815e+02	Years Cal BP	19	8	8	0		7.6386	100
	This study	Khukh_Davaa	Z48	Z48.1a:Z48.2a:Z48.3a:Z48.4a:Z48.5a:Z48.6a:Z48.7a:Z48.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	19.0	HEM	162.0	Site direction included in results table	-3.3	9.9815e+02	9.9815e+02	Years Cal BP	9	8	8	0		7.2609	100
	This study	Khukh_Davaa	Z49	Z49.1a:Z49.2a:Z49.3a:Z49.4a:Z49.5a:Z49.6a:Z49.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	6.5	LOW	16.4	Site direction included in results table	60.5	9.9815e+02	9.9815e+02	Years Cal BP	88	7	7	0		6.9320	0
	This study	Khukh_Davaa	Z49	Z49.1a:Z49.2a:Z49.3a:Z49.4a:Z49.5a:Z49.6a:Z49.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	9.5	MAG	213.2	Site direction included in results table	-57.5	9.9815e+02	9.9815e+02	Years Cal BP	41	7	7	0		6.8552	0
	This study	Khukh_Davaa	Z49	Z49.1a:Z49.2a:Z49.3a:Z49.4a:Z49.5a:Z49.6a:Z49.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	17.0	HEM	196.0	Site direction included in results table	2.3	9.9815e+02	9.9815e+02	Years Cal BP	14	7	7	0		6.5560	0
	This study	Khukh_Davaa	Z49	Z49.1a:Z49.2a:Z49.3a:Z49.4a:Z49.5a:Z49.6a:Z49.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	18.0	LOW	184.5	Site direction included in results table	65.8	9.9815e+02	9.9815e+02	Years Cal BP	12	7	7	0		6.5064	100
	This study	Khukh_Davaa	Z49	Z49.1a:Z49.2a:Z49.3a:Z49.4a:Z49.5a:Z49.6a:Z49.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	20.4	MAG	359.2	Site direction included in results table	-61.7	9.9815e+02	9.9815e+02	Years Cal BP	10	7	7	0		6.3797	100
	This study	Khukh_Davaa	Z49	Z49.1a:Z49.2a:Z49.3a:Z49.4a:Z49.5a:Z49.6a:Z49.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	180.0	HEM	286.1	Site direction included in results table	-63.2	9.9815e+02	9.9815e+02	Years Cal BP	1	7	7	0		1.7239	100
	This study	Khukh_Davaa	Z50	Z50.1a:Z50.2a:Z50.3a:Z50.4a:Z50.5a:Z50.6a:Z50.7a:Z50.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.9	MAG	183.7	Site direction included in results table	16.5	9.9815e+02	9.9815e+02	Years Cal BP	202	8	8	0		7.9653	0
	This study	Khukh_Davaa	Z50	Z50.1a:Z50.2a:Z50.3a:Z50.4a:Z50.5a:Z50.6a:Z50.7a:Z50.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.7	HEM	185.6	Site direction included in results table	22.8	9.9815e+02	9.9815e+02	Years Cal BP	226	8	8	0		7.9690	0
	This study	Khukh_Davaa	Z50	Z50.1a:Z50.2a:Z50.3a:Z50.4a:Z50.5a:Z50.6a:Z50.7a:Z50.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	11.2	MAG	123.2	Site direction included in results table	-5.5	9.9815e+02	9.9815e+02	Years Cal BP	25	8	8	0		7.7251	100
	This study	Khukh_Davaa	Z50	Z50.1a:Z50.2a:Z50.3a:Z50.4a:Z50.5a:Z50.6a:Z50.7a:Z50.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	10.0	HEM	129.1	Site direction included in results table	-1.8	9.9815e+02	9.9815e+02	Years Cal BP	32	8	8	0		7.7792	100
	This study	Khukh_Davaa	Z51	Z51.1a:Z51.2a:Z51.3a:Z51.4a:Z51.5a:Z51.6a:Z51.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	62.2	LOW	216.0	Site direction included in results table	68.7	9.9815e+02	9.9815e+02	Years Cal BP	2	7	7	0		3.8370	0
	This study	Khukh_Davaa	Z51	Z51.1a:Z51.2a:Z51.3a:Z51.4a:Z51.5a:Z51.6a:Z51.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	14.7	MAG	194.4	Site direction included in results table	-48.5	9.9815e+02	9.9815e+02	Years Cal BP	18	7	7	0		6.6615	0
	This study	Khukh_Davaa	Z51	Z51.1a:Z51.2a:Z51.3a:Z51.5a:Z51.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	10.9	HEM	184.6	Site direction included in results table	22.6	9.9815e+02	9.9815e+02	Years Cal BP	50	5	5	0		4.9200	0
	This study	Khukh_Davaa	Z51	Z51.1a:Z51.2a:Z51.3a:Z51.4a:Z51.5a:Z51.6a:Z51.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	52.7	LOW	149.7	Site direction included in results table	22.1	9.9815e+02	9.9815e+02	Years Cal BP	2	7	7	0		4.3531	100
	This study	Khukh_Davaa	Z51	Z51.1a:Z51.2a:Z51.3a:Z51.4a:Z51.5a:Z51.6a:Z51.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	13.5	MAG	49.5	Site direction included in results table	-32.4	9.9815e+02	9.9815e+02	Years Cal BP	21	7	7	0		6.7145	100
	This study	Khukh_Davaa	Z51	Z51.1a:Z51.2a:Z51.3a:Z51.5a:Z51.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	18.4	HEM	109.6	Site direction included in results table	11.6	9.9815e+02	9.9815e+02	Years Cal BP	18	5	5	0		4.7815	100
	This study	Khukh_Davaa	Z52	Z52.1a:Z52.2a:Z52.5a:Z52.6a:Z52.7a:Z52.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	49.7	LOW	44.6	Site direction included in results table	81.6	9.9815e+02	9.9815e+02	Years Cal BP	3	6	6	0		4.1937	0
	This study	Khukh_Davaa	Z52	Z52.1a:Z52.2a:Z52.5a:Z52.6a:Z52.7a:Z52.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	12.7	MAG	182.8	Site direction included in results table	-55.2	9.9815e+02	9.9815e+02	Years Cal BP	29	6	6	0		5.8258	0
	This study	Khukh_Davaa	Z52	Z52.1a:Z52.2a:Z52.5a:Z52.6a:Z52.7a:Z52.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	13.1	HEM	182.8	Site direction included in results table	21.1	9.9815e+02	9.9815e+02	Years Cal BP	27	6	6	0		5.8150	0
	This study	Khukh_Davaa	Z52	Z52.1a:Z52.2a:Z52.5a:Z52.6a:Z52.7a:Z52.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	47.8	LOW	200.1	Site direction included in results table	46.0	9.9815e+02	9.9815e+02	Years Cal BP	3	6	6	0		4.2862	100
	This study	Khukh_Davaa	Z52	Z52.1a:Z52.2a:Z52.5a:Z52.6a:Z52.7a:Z52.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	20.6	MAG	38.3	Site direction included in results table	-25.7	9.9815e+02	9.9815e+02	Years Cal BP	11	6	6	0		5.5644	100
	This study	Khukh_Davaa	Z52	Z52.1a:Z52.2a:Z52.5a:Z52.6a:Z52.7a:Z52.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	21.0	HEM	94.8	Site direction included in results table	27.3	9.9815e+02	9.9815e+02	Years Cal BP	11	6	6	0		5.5497	100
	This study	Khukh_Davaa	Z53	Z53.1a:Z53.2a:Z53.3a:Z53.4a:Z53.5a:Z53.6a:Z53.7a:Z53.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	7.0	LOW	358.0	Site direction included in results table	71.0	9.9815e+02	9.9815e+02	Years Cal BP	63	8	8	0		7.8894	0
	This study	Khukh_Davaa	Z53	Z53.1a:Z53.2a:Z53.3a:Z53.4a:Z53.5a:Z53.6a:Z53.7a:Z53.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	3.6	MAG	172.3	Site direction included in results table	-72.0	9.9815e+02	9.9815e+02	Years Cal BP	238	8	8	0		7.9706	0
	This study	Khukh_Davaa	Z53	Z53.2a:Z53.3a:Z53.4a:Z53.5a:Z53.6a:Z53.7a:Z53.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	5.8	HEM	176.9	Site direction included in results table	-21.5	9.9815e+02	9.9815e+02	Years Cal BP	111	7	7	0		6.9460	0
	This study	Khukh_Davaa	Z53	Z53.1a:Z53.2a:Z53.3a:Z53.4a:Z53.5a:Z53.6a:Z53.7a:Z53.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	14.4	LOW	153.4	Site direction included in results table	64.3	9.9815e+02	9.9815e+02	Years Cal BP	16	8	8	0		7.5556	100
	This study	Khukh_Davaa	Z53	Z53.1a:Z53.2a:Z53.3a:Z53.4a:Z53.5a:Z53.6a:Z53.7a:Z53.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	12.7	MAG	333.3	Site direction included in results table	-67.6	9.9815e+02	9.9815e+02	Years Cal BP	20	8	8	0		7.6521	100
	This study	Khukh_Davaa	Z53	Z53.2a:Z53.3a:Z53.4a:Z53.5a:Z53.6a:Z53.7a:Z53.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	46.5	HEM	271.4	Site direction included in results table	-39.1	9.9815e+02	9.9815e+02	Years Cal BP	3	7	7	0		4.7248	100
	This study	Khukh_Davaa	Z54	Z54.1a:Z54.2a:Z54.3a:Z54.4a:Z54.5a:Z54.6a:Z54.7a:Z54.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	15.0	LOW	24.2	Site direction included in results table	71.4	9.9815e+02	9.9815e+02	Years Cal BP	15	8	8	0		7.5186	0
	This study	Khukh_Davaa	Z54	Z54.1a:Z54.2a:Z54.3a:Z54.4a:Z54.5a:Z54.6a:Z54.7a:Z54.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	8.2	MAG	170.3	Site direction included in results table	-69.5	9.9815e+02	9.9815e+02	Years Cal BP	47	8	8	0		7.8500	0
	This study	Khukh_Davaa	Z54	Z54.1a:Z54.2a:Z54.3a:Z54.4a:Z54.5a:Z54.6a:Z54.7a:Z54.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.1	ACCEPT	52.8	HEM	166.0	Site direction included in results table	-40.8	9.9815e+02	9.9815e+02	Years Cal BP	2	8	8	0		4.5968	0
	This study	Khukh_Davaa	Z54	Z54.1a:Z54.2a:Z54.3a:Z54.4a:Z54.5a:Z54.6a:Z54.7a:Z54.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.1	ACCEPT	26.9	LOW	158.0	Site direction included in results table	51.8	9.9815e+02	9.9815e+02	Years Cal BP	5	8	8	0		6.6556	100
