tab 	pmag_sites																					
er_analyst_mail_names	er_citation_names	er_location_name	er_site_name	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	site_alpha95	site_comp_name	site_dec	site_description	site_inc	site_inferred_age	site_inferred_age_sigma	site_inferred_age_unit	site_k	site_n	site_n_lines	site_n_planes	site_polarity	site_r	site_tilt_correction
	This study	Khukh_Davaa	Z41	Z41.1a:Z41.2a:Z41.3a:Z41.4a:Z41.5a:Z41.6a:Z41.7a:Z41.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	4.6	MAG	229.1	Site direction included in results table	-29.1	9.98E+02	9.98E+02	Years Cal BP	147	8	8	0		7.9522	100
	This study	Khukh_Davaa	Z41	Z41.1a:Z41.2a:Z41.3a:Z41.4a:Z41.5a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	16.1	HEM	198.4	Site direction included in results table	-11.1	9.98E+02	9.98E+02	Years Cal BP	24	5	5	0		4.8298	100
	This study	Khukh_Davaa	Z42	Z42.1a:Z42.2a:Z42.3a:Z42.4a:Z42.5a:Z42.6a:Z42.7a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	11.1	LOW	11.7	Site direction included in results table	66.2	9.98E+02	9.98E+02	Years Cal BP	26	8	8	0		7.7293	0
	This study	Khukh_Davaa	Z42	Z42.1a:Z42.2a:Z42.3a:Z42.4a:Z42.5a:Z42.6a:Z42.7a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	11.2	MAG	196.4	Site direction included in results table	-44.3	9.98E+02	9.98E+02	Years Cal BP	26	8	8	0		7.7269	0
	This study	Khukh_Davaa	Z42	Z42.2a:Z42.4a:Z42.5a:Z42.6a:Z42.7a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	16.4	HEM	165.4	Site direction included in results table	27.3	9.98E+02	9.98E+02	Years Cal BP	18	6	6	0		5.7169	0
	This study	Khukh_Davaa	Z42	Z42.2a:Z42.5a:Z42.6a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	22.7	MID	332.9	Site direction included in results table	-69	9.98E+02	9.98E+02	Years Cal BP	17	4	4	0		3.827	0
	This study	Khukh_Davaa	Z42	Z42.1a:Z42.2a:Z42.3a:Z42.4a:Z42.5a:Z42.6a:Z42.7a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	11.1	LOW	55.3	Site direction included in results table	42	9.98E+02	9.98E+02	Years Cal BP	26	8	8	0		7.7291	100
	This study	Khukh_Davaa	Z42	Z42.1a:Z42.2a:Z42.3a:Z42.4a:Z42.5a:Z42.6a:Z42.7a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	11.2	MAG	219.1	Site direction included in results table	-24.5	9.98E+02	9.98E+02	Years Cal BP	26	8	8	0		7.7268	100
	This study	Khukh_Davaa	Z42	Z42.2a:Z42.4a:Z42.5a:Z42.6a:Z42.7a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	16.4	HEM	151.4	Site direction included in results table	15	9.98E+02	9.98E+02	Years Cal BP	18	6	6	0		5.7174	100
	This study	Khukh_Davaa	Z42	Z42.2a:Z42.5a:Z42.6a:Z42.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	22.7	MID	292.7	Site direction included in results table	-41.1	9.98E+02	9.98E+02	Years Cal BP	17	4	4	0		3.827	100
	This study	Khukh_Davaa	Z43	Z43.1a:Z43.2a:Z43.3a:Z43.4a:Z43.5a:Z43.6a:Z43.7a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	4.8	LOW	1.1	Site direction included in results table	60.6	9.98E+02	9.98E+02	Years Cal BP	132	8	8	0		7.9471	0
	This study	Khukh_Davaa	Z43	Z43.1a:Z43.2a:Z43.3a:Z43.4a:Z43.5a:Z43.6a:Z43.7a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	10.7	MAG	188.5	Site direction included in results table	-36.9	9.98E+02	9.98E+02	Years Cal BP	28	8	8	0		7.7455	0
	This study	Khukh_Davaa	Z43	Z43.1a:Z43.2a:Z43.3a:Z43.4a:Z43.5a:Z43.6a:Z43.7a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	6.2	HEM	182.8	Site direction included in results table	12.7	9.98E+02	9.98E+02	Years Cal BP	80	8	8	0		7.9128	0
	This study	Khukh_Davaa	Z43	Z43.3a:Z43.4a:Z43.5a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	27.3	MID	214.7	Site direction included in results table	-62.3	9.98E+02	9.98E+02	Years Cal BP	12	4	4	0		3.7567	0
	This study	Khukh_Davaa	Z43	Z43.1a:Z43.2a:Z43.3a:Z43.4a:Z43.5a:Z43.6a:Z43.7a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	4.8	LOW	45.4	Site direction included in results table	42.4	9.98E+02	9.98E+02	Years Cal BP	133	8	8	0		7.9474	100
	This study	Khukh_Davaa	Z43	Z43.1a:Z43.2a:Z43.3a:Z43.4a:Z43.5a:Z43.6a:Z43.7a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	10.8	MAG	208.9	Site direction included in results table	-22.6	9.98E+02	9.98E+02	Years Cal BP	27	8	8	0		7.7452	100
	This study	Khukh_Davaa	Z43	Z43.1a:Z43.2a:Z43.3a:Z43.4a:Z43.5a:Z43.6a:Z43.7a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	6.2	HEM	173.8	Site direction included in results table	13.6	9.98E+02	9.98E+02	Years Cal BP	80	8	8	0		7.9126	100
	This study	Khukh_Davaa	Z43	Z43.3a:Z43.4a:Z43.5a:Z43.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	27.2	MID	241.2	Site direction included in results table	-32.4	9.98E+02	9.98E+02	Years Cal BP	12	4	4	0		3.757	100
	This study	Khukh_Davaa	Z44	Z44.1a:Z44.2a:Z44.3a:Z44.4a:Z44.5a:Z44.6a:Z44.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	20.3	LOW	318.1	Site direction included in results table	71.9	9.98E+02	9.98E+02	Years Cal BP	10	7	7	0		6.3885	0
	This study	Khukh_Davaa	Z44	Z44.2a:Z44.4a:Z44.5a:Z44.6a:Z44.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	12.3	MAG	177.3	Site direction included in results table	26	9.98E+02	9.98E+02	Years Cal BP	39	5	5	0		4.8986	0
	This study	Khukh_Davaa	Z44	Z44.1a:Z44.2a:Z44.3a:Z44.4a:Z44.5a:Z44.6a:Z44.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	2	HEM	182.1	Site direction included in results table	26.7	9.98E+02	9.98E+02	Years Cal BP	891	7	7	0		6.9933	0
	This study	Khukh_Davaa	Z44	Z44.1a:Z44.2a:Z44.3a:Z44.4a:Z44.5a:Z44.6a:Z44.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	20.3	LOW	56.9	Site direction included in results table	61.2	9.98E+02	9.98E+02	Years Cal BP	10	7	7	0		6.3882	100
	This study	Khukh_Davaa	Z44	Z44.2a:Z44.4a:Z44.5a:Z44.6a:Z44.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	12.3	MAG	160.9	Site direction included in results table	20.6	9.98E+02	9.98E+02	Years Cal BP	39	5	5	0		4.8986	100
	This study	Khukh_Davaa	Z44	Z44.1a:Z44.2a:Z44.3a:Z44.4a:Z44.5a:Z44.6a:Z44.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	2	HEM	163.9	Site direction included in results table	24	9.98E+02	9.98E+02	Years Cal BP	882	7	7	0		6.9932	100
	This study	Khukh_Davaa	Z45	Z45.1a:Z45.2a:Z45.3a:Z45.4a:Z45.5a:Z45.6a:Z45.7a:Z45.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	39	LOW	320	Site direction included in results table	51.5	9.98E+02	9.98E+02	Years Cal BP	3	8	8	0		5.6412	0
	This study	Khukh_Davaa	Z45	Z45.1a:Z45.2a:Z45.3a:Z45.4a:Z45.5a:Z45.6a:Z45.7a:Z45.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	8.3	MAG	185.6	Site direction included in results table	22.6	9.98E+02	9.98E+02	Years Cal BP	46	8	8	0		7.8466	0
	This study	Khukh_Davaa	Z45	Z45.1a:Z45.2a:Z45.3a:Z45.4a:Z45.5a:Z45.6a:Z45.7a:Z45.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	4.7	HEM	179.4	Site direction included in results table	23.1	9.98E+02	9.98E+02	Years Cal BP	142	8	8	0		7.9509	0
	This study	Khukh_Davaa	Z45	Z45.1a:Z45.2a:Z45.3a:Z45.4a:Z45.5a:Z45.6a:Z45.7a:Z45.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	39	LOW	16.1	Site direction included in results table	58.3	9.98E+02	9.98E+02	Years Cal BP	3	8	8	0		5.6432	100
	This study	Khukh_Davaa	Z45	Z45.1a:Z45.2a:Z45.3a:Z45.4a:Z45.5a:Z45.6a:Z45.7a:Z45.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	8.3	MAG	169.4	Site direction included in results table	22.9	9.98E+02	9.98E+02	Years Cal BP	46	8	8	0		7.8462	100
	This study	Khukh_Davaa	Z45	Z45.1a:Z45.2a:Z45.3a:Z45.4a:Z45.5a:Z45.6a:Z45.7a:Z45.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	4.7	HEM	164.4	Site direction included in results table	19.7	9.98E+02	9.98E+02	Years Cal BP	142	8	8	0		7.9507	100
	This study	Khukh_Davaa	Z46	Z46.1a:Z46.2a:Z46.3a:Z46.4a:Z46.5a:Z46.6a:Z46.7a:Z46.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	4.7	LOW	1.6	Site direction included in results table	62.4	9.98E+02	9.98E+02	Years Cal BP	139	8	8	0		7.9497	0
	This study	Khukh_Davaa	Z46	Z46.1a:Z46.2a:Z46.3a:Z46.4a:Z46.5a:Z46.6a:Z46.7a:Z46.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	6.7	MAG	209.8	Site direction included in results table	-58	9.98E+02	9.98E+02	Years Cal BP	69	8	8	0		7.8981	0
	This study	Khukh_Davaa	Z46	Z46.1a:Z46.2a:Z46.3a:Z46.4a:Z46.5a:Z46.6a:Z46.7a:Z46.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	4.7	LOW	47.6	Site direction included in results table	43.3	9.98E+02	9.98E+02	Years Cal BP	139	8	8	0		7.9495	100
	This study	Khukh_Davaa	Z46	Z46.1a:Z46.2a:Z46.3a:Z46.4a:Z46.5a:Z46.6a:Z46.7a:Z46.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	6.7	MAG	235.9	Site direction included in results table	-30.3	9.98E+02	9.98E+02	Years Cal BP	69	8	8	0		7.8983	100
	This study	Khukh_Davaa	Z47	Z47.1a:Z47.2a:Z47.3a:Z47.4a:Z47.5a:Z47.6a:Z47.7a:Z47.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	8.7	LOW	349.9	Site direction included in results table	55.6	9.98E+02	9.98E+02	Years Cal BP	42	8	8	0		7.8318	0
	This study	Khukh_Davaa	Z47	Z47.1a:Z47.2a:Z47.3a:Z47.4a:Z47.5a:Z47.6a:Z47.7a:Z47.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	5.6	MAG	208.1	Site direction included in results table	-59.6	9.98E+02	9.98E+02	Years Cal BP	99	8	8	0		7.929	0
	This study	Khukh_Davaa	Z47	Z47.1a:Z47.2a:Z47.3a:Z47.4a:Z47.5a:Z47.6a:Z47.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	14.4	HEM	186.5	Site direction included in results table	-3.8	9.98E+02	9.98E+02	Years Cal BP	19	7	7	0		6.6758	0
	This study	Khukh_Davaa	Z47	Z47.1a:Z47.2a:Z47.3a:Z47.4a:Z47.5a:Z47.6a:Z47.7a:Z47.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	8.7	LOW	35.2	Site direction included in results table	44.5	9.98E+02	9.98E+02	Years Cal BP	42	8	8	0		7.8321	100
	This study	Khukh_Davaa	Z47	Z47.1a:Z47.2a:Z47.3a:Z47.4a:Z47.5a:Z47.6a:Z47.7a:Z47.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	5.6	MAG	236.2	Site direction included in results table	-32.1	9.98E+02	9.98E+02	Years Cal BP	99	8	8	0		7.929	100
	This study	Khukh_Davaa	Z47	Z47.1a:Z47.2a:Z47.3a:Z47.4a:Z47.5a:Z47.6a:Z47.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	14.4	HEM	186.9	Site direction included in results table	2.7	9.98E+02	9.98E+02	Years Cal BP	18	7	7	0		6.6753	100
	This study	Khukh_Davaa	Z48	Z48.1a:Z48.2a:Z48.3a:Z48.4a:Z48.5a:Z48.6a:Z48.7a:Z48.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	5.6	LOW	340	Site direction included in results table	61.5	9.98E+02	9.98E+02	Years Cal BP	98	8	8	0		7.9288	0
	This study	Khukh_Davaa	Z48	Z48.1a:Z48.2a:Z48.3a:Z48.4a:Z48.5a:Z48.6a:Z48.7a:Z48.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	6.8	MAG	207.9	Site direction included in results table	-49.3	9.98E+02	9.98E+02	Years Cal BP	68	8	8	0		7.8972	0
	This study	Khukh_Davaa	Z48	Z48.1a:Z48.2a:Z48.3a:Z48.4a:Z48.5a:Z48.6a:Z48.7a:Z48.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	5.2	HEM	186.7	Site direction included in results table	20.7	9.98E+02	9.98E+02	Years Cal BP	112	8	8	0		7.9377	0
	This study	Khukh_Davaa	Z48	Z48.1a:Z48.2a:Z48.3a:Z48.4a:Z48.5a:Z48.6a:Z48.7a:Z48.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	5.6	LOW	31.5	Site direction included in results table	58.9	9.98E+02	9.98E+02	Years Cal BP	98	8	8	0		7.9287	100
	This study	Khukh_Davaa	Z48	Z48.1a:Z48.2a:Z48.3a:Z48.4a:Z48.5a:Z48.6a:Z48.7a:Z48.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	6.8	MAG	227.7	Site direction included in results table	-32.1	9.98E+02	9.98E+02	Years Cal BP	68	8	8	0		7.8969	100
	This study	Khukh_Davaa	Z48	Z48.1a:Z48.2a:Z48.3a:Z48.4a:Z48.5a:Z48.6a:Z48.7a:Z48.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	5.3	HEM	175.8	Site direction included in results table	20.9	9.98E+02	9.98E+02	Years Cal BP	112	8	8	0		7.9375	100
	This study	Khukh_Davaa	Z49	Z49.1a:Z49.2a:Z49.3a:Z49.4a:Z49.5a:Z49.6a:Z49.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	6.5	LOW	16.4	Site direction included in results table	60.5	9.98E+02	9.98E+02	Years Cal BP	88	7	7	0		6.932	0
	This study	Khukh_Davaa	Z49	Z49.1a:Z49.2a:Z49.3a:Z49.4a:Z49.5a:Z49.6a:Z49.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	9.5	MAG	213.2	Site direction included in results table	-57.5	9.98E+02	9.98E+02	Years Cal BP	41	7	7	0		6.8552	0
	This study	Khukh_Davaa	Z49	Z49.1a:Z49.2a:Z49.3a:Z49.4a:Z49.5a:Z49.6a:Z49.7a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	17	HEM	196	Site direction included in results table	2.3	9.98E+02	9.98E+02	Years Cal BP	14	7	7	0		6.556	0
	This study	Khukh_Davaa	Z49	Z49.1a:Z49.2a:Z49.3a:Z49.4a:Z49.5a:Z49.6a:Z49.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	6.4	LOW	48.9	Site direction included in results table	45	9.98E+02	9.98E+02	Years Cal BP	89	7	7	0		6.9323	100
	This study	Khukh_Davaa	Z49	Z49.1a:Z49.2a:Z49.3a:Z49.4a:Z49.5a:Z49.6a:Z49.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	9.5	MAG	236	Site direction included in results table	-37.6	9.98E+02	9.98E+02	Years Cal BP	41	7	7	0		6.8554	100
	This study	Khukh_Davaa	Z49	Z49.1a:Z49.2a:Z49.3a:Z49.4a:Z49.5a:Z49.6a:Z49.7a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	17	HEM	193.3	Site direction included in results table	9.1	9.98E+02	9.98E+02	Years Cal BP	14	7	7	0		6.5569	100
	This study	Khukh_Davaa	Z50	Z50.1a:Z50.2a:Z50.3a:Z50.4a:Z50.5a:Z50.6a:Z50.7a:Z50.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	3.9	MAG	183.7	Site direction included in results table	16.5	9.98E+02	9.98E+02	Years Cal BP	202	8	8	0		7.9653	0
	This study	Khukh_Davaa	Z50	Z50.1a:Z50.2a:Z50.3a:Z50.4a:Z50.5a:Z50.6a:Z50.7a:Z50.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	3.7	HEM	185.6	Site direction included in results table	22.8	9.98E+02	9.98E+02	Years Cal BP	226	8	8	0		7.969	0
	This study	Khukh_Davaa	Z50	Z50.1a:Z50.2a:Z50.3a:Z50.4a:Z50.5a:Z50.6a:Z50.7a:Z50.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	3.9	MAG	175.4	Site direction included in results table	15.8	9.98E+02	9.98E+02	Years Cal BP	200	8	8	0		7.9651	100
	This study	Khukh_Davaa	Z50	Z50.1a:Z50.2a:Z50.3a:Z50.4a:Z50.5a:Z50.6a:Z50.7a:Z50.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	3.7	HEM	173.7	Site direction included in results table	22.2	9.98E+02	9.98E+02	Years Cal BP	225	8	8	0		7.9689	100
	This study	Khukh_Davaa	Z51	Z51.1a:Z51.2a:Z51.3a:Z51.4a:Z51.5a:Z51.6a:Z51.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	62.2	LOW	216	Site direction included in results table	68.7	9.98E+02	9.98E+02	Years Cal BP	2	7	7	0		3.837	0
	This study	Khukh_Davaa	Z51	Z51.3a:Z51.4a:Z51.5a:Z51.6a:Z51.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	10.4	MAG	206.7	Site direction included in results table	-54	9.98E+02	9.98E+02	Years Cal BP	55	5	5	0		4.9275	0
	This study	Khukh_Davaa	Z51	Z51.1a:Z51.2a:Z51.3a:Z51.5a:Z51.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	10.9	HEM	184.6	Site direction included in results table	22.6	9.98E+02	9.98E+02	Years Cal BP	50	5	5	0		4.92	0
	This study	Khukh_Davaa	Z51	Z51.1a:Z51.2a:Z51.3a:Z51.4a:Z51.5a:Z51.6a:Z51.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	62.2	LOW	140.6	Site direction included in results table	67	9.98E+02	9.98E+02	Years Cal BP	2	7	7	0		3.8372	100
	This study	Khukh_Davaa	Z51	Z51.3a:Z51.4a:Z51.5a:Z51.6a:Z51.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	10.4	MAG	229.8	Site direction included in results table	-36.5	9.98E+02	9.98E+02	Years Cal BP	55	5	5	0		4.9276	100
	This study	Khukh_Davaa	Z51	Z51.1a:Z51.2a:Z51.3a:Z51.5a:Z51.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	10.9	HEM	173.1	Site direction included in results table	21.5	9.98E+02	9.98E+02	Years Cal BP	50	5	5	0		4.92	100
	This study	Khukh_Davaa	Z52	Z52.1a:Z52.2a:Z52.5a:Z52.6a:Z52.7a:Z52.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	49.7	LOW	44.6	Site direction included in results table	81.6	9.98E+02	9.98E+02	Years Cal BP	3	6	6	0		4.1937	0
	This study	Khukh_Davaa	Z52	Z52.1a:Z52.2a:Z52.5a:Z52.6a:Z52.7a:Z52.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	12.7	MAG	182.8	Site direction included in results table	-55.2	9.98E+02	9.98E+02	Years Cal BP	29	6	6	0		5.8258	0
	This study	Khukh_Davaa	Z52	Z52.1a:Z52.2a:Z52.5a:Z52.6a:Z52.7a:Z52.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	13.1	HEM	182.8	Site direction included in results table	21.1	9.98E+02	9.98E+02	Years Cal BP	27	6	6	0		5.815	0
	This study	Khukh_Davaa	Z52	Z52.1a:Z52.2a:Z52.5a:Z52.6a:Z52.7a:Z52.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	49.7	LOW	80.2	Site direction included in results table	55.7	9.98E+02	9.98E+02	Years Cal BP	3	6	6	0		4.1956	100
	This study	Khukh_Davaa	Z52	Z52.1a:Z52.2a:Z52.5a:Z52.6a:Z52.7a:Z52.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	12.7	MAG	216.1	Site direction included in results table	-45.8	9.98E+02	9.98E+02	Years Cal BP	29	6	6	0		5.8263	100
	This study	Khukh_Davaa	Z52	Z52.1a:Z52.2a:Z52.5a:Z52.6a:Z52.7a:Z52.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	13.1	HEM	172.2	Site direction included in results table	19.4	9.98E+02	9.98E+02	Years Cal BP	27	6	6	0		5.8156	100
	This study	Khukh_Davaa	Z53	Z53.1a:Z53.2a:Z53.3a:Z53.4a:Z53.5a:Z53.6a:Z53.7a:Z53.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	7	LOW	358	Site direction included in results table	71	9.98E+02	9.98E+02	Years Cal BP	63	8	8	0		7.8894	0
	This study	Khukh_Davaa	Z53	Z53.1a:Z53.2a:Z53.3a:Z53.4a:Z53.5a:Z53.6a:Z53.7a:Z53.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	3.6	MAG	172.3	Site direction included in results table	-72	9.98E+02	9.98E+02	Years Cal BP	238	8	8	0		7.9706	0
	This study	Khukh_Davaa	Z53	Z53.2a:Z53.3a:Z53.4a:Z53.5a:Z53.6a:Z53.7a:Z53.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	5.8	HEM	176.9	Site direction included in results table	-21.5	9.98E+02	9.98E+02	Years Cal BP	111	7	7	0		6.946	0
