tab 	pmag_sites																					
er_analyst_mail_names	er_citation_names	er_location_name	er_site_name	er_specimen_names	magic_method_codes	magic_software_packages	pmag_criteria_codes	site_alpha95	site_comp_name	site_dec	site_description	site_inc	site_inferred_age	site_inferred_age_sigma	site_inferred_age_unit	site_k	site_n	site_n_lines	site_n_planes	site_polarity	site_r	site_tilt_correction
	This study	Khukh_Davaa	Z53	Z53.1a:Z53.2a:Z53.3a:Z53.4a:Z53.5a:Z53.6a:Z53.7a:Z53.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	7	LOW	65.9	Site direction included in results table	30.1	9.98E+02	9.98E+02	Years Cal BP	63	8	8	0		7.8886	100
	This study	Khukh_Davaa	Z53	Z53.1a:Z53.2a:Z53.3a:Z53.4a:Z53.5a:Z53.6a:Z53.7a:Z53.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	3.6	MAG	246.7	Site direction included in results table	-32	9.98E+02	9.98E+02	Years Cal BP	238	8	8	0		7.9706	100
	This study	Khukh_Davaa	Z53	Z53.2a:Z53.3a:Z53.4a:Z53.5a:Z53.6a:Z53.7a:Z53.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	5.8	HEM	195.9	Site direction included in results table	-12.1	9.98E+02	9.98E+02	Years Cal BP	111	7	7	0		6.9459	100
	This study	Khukh_Davaa	Z54	Z54.1a:Z54.2a:Z54.3a:Z54.4a:Z54.6a:Z54.7a:Z54.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	3	LOW	4.4	Site direction included in results table	69.9	9.98E+02	9.98E+02	Years Cal BP	401	7	7	0		6.985	0
	This study	Khukh_Davaa	Z54	Z54.1a:Z54.2a:Z54.3a:Z54.4a:Z54.6a:Z54.7a:Z54.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	4.2	MAG	177.8	Site direction included in results table	-72.2	9.98E+02	9.98E+02	Years Cal BP	203	7	7	0		6.9704	0
	This study	Khukh_Davaa	Z54	Z54.1a:Z54.2a:Z54.3a:Z54.4a:Z54.6a:Z54.7a:Z54.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	63.3	HEM	176.6	Site direction included in results table	-41.3	9.98E+02	9.98E+02	Years Cal BP	2	7	7	0		3.7807	0
	This study	Khukh_Davaa	Z54	Z54.1a:Z54.2a:Z54.3a:Z54.4a:Z54.6a:Z54.7a:Z54.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	3	LOW	65.3	Site direction included in results table	27.7	9.98E+02	9.98E+02	Years Cal BP	403	7	7	0		6.9851	100
	This study	Khukh_Davaa	Z54	Z54.1a:Z54.2a:Z54.3a:Z54.4a:Z54.6a:Z54.7a:Z54.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	4.2	MAG	247.3	Site direction included in results table	-30.4	9.98E+02	9.98E+02	Years Cal BP	204	7	7	0		6.9706	100
	This study	Khukh_Davaa	Z54	Z54.1a:Z54.2a:Z54.3a:Z54.4a:Z54.6a:Z54.7a:Z54.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	63.3	HEM	214.2	Site direction included in results table	-21.4	9.98E+02	9.98E+02	Years Cal BP	2	7	7	0		3.781	100
	This study	Khukh_Davaa	Z55	Z55.1a:Z55.2a:Z55.3a:Z55.4a:Z55.5a:Z55.6a:Z55.7a:Z55.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	6.6	LOW	10.7	Site direction included in results table	68.3	9.98E+02	9.98E+02	Years Cal BP	71	8	8	0		7.9017	0
	This study	Khukh_Davaa	Z55	Z55.1a:Z55.2a:Z55.3a:Z55.4a:Z55.5a:Z55.6a:Z55.7a:Z55.8a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	6.7	MAG	174.6	Site direction included in results table	-60.3	9.98E+02	9.98E+02	Years Cal BP	69	8	8	0		7.8992	0
	This study	Khukh_Davaa	Z55	Z55.1a:Z55.2a:Z55.3a:Z55.4a:Z55.5a:Z55.6a:Z55.7a:Z55.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	6.6	LOW	64.5	Site direction included in results table	25.1	9.98E+02	9.98E+02	Years Cal BP	71	8	8	0		7.9018	100
	This study	Khukh_Davaa	Z55	Z55.1a:Z55.2a:Z55.3a:Z55.4a:Z55.5a:Z55.6a:Z55.7a:Z55.8a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	6.7	MAG	233.5	Site direction included in results table	-29	9.98E+02	9.98E+02	Years Cal BP	69	8	8	0		7.8991	100
	This study	Khukh_Davaa	Z56	Z56.1a:Z56.2a:Z56.3a:Z56.4a:Z56.5a:Z56.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	9.6	LOW	351.9	Site direction included in results table	44	9.98E+02	9.98E+02	Years Cal BP	49	6	6	0		5.8988	0
	This study	Khukh_Davaa	Z56	Z56.1a:Z56.2a:Z56.3a:Z56.4a:Z56.5a:Z56.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	5.1	MAG	179.7	Site direction included in results table	-4.8	9.98E+02	9.98E+02	Years Cal BP	176	6	6	0		5.9717	0
	This study	Khukh_Davaa	Z56	Z56.1a:Z56.2a:Z56.3a:Z56.4a:Z56.5a:Z56.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	8.6	HEM	179.2	Site direction included in results table	1.5	9.98E+02	9.98E+02	Years Cal BP	62	6	6	0		5.919	0
	This study	Khukh_Davaa	Z56	Z56.1a:Z56.2a:Z56.3a:Z56.4a:Z56.5a:Z56.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	9.6	LOW	358.1	Site direction included in results table	67.6	9.98E+02	9.98E+02	Years Cal BP	49	6	6	0		5.8986	100
	This study	Khukh_Davaa	Z56	Z56.1a:Z56.2a:Z56.3a:Z56.4a:Z56.5a:Z56.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	5.1	MAG	181.6	Site direction included in results table	-27.9	9.98E+02	9.98E+02	Years Cal BP	176	6	6	0		5.9715	100
	This study	Khukh_Davaa	Z56	Z56.1a:Z56.2a:Z56.3a:Z56.4a:Z56.5a:Z56.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	8.6	HEM	180.3	Site direction included in results table	-21.7	9.98E+02	9.98E+02	Years Cal BP	62	6	6	0		5.919	100
	This study	Khukh_Davaa	Z57	Z57.1a:Z57.2a:Z57.3a:Z57.4a:Z57.5a:Z57.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	19.9	LOW	5.1	Site direction included in results table	55.7	9.98E+02	9.98E+02	Years Cal BP	12	6	6	0		5.5948	0
	This study	Khukh_Davaa	Z57	Z57.1a:Z57.2a:Z57.3a:Z57.4a:Z57.5a:Z57.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	13.1	MAG	178.8	Site direction included in results table	-8.5	9.98E+02	9.98E+02	Years Cal BP	27	6	6	0		5.8168	0
	This study	Khukh_Davaa	Z57	Z57.1a:Z57.3a:Z57.4a:Z57.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	7.5	HEM	181.9	Site direction included in results table	4.3	9.98E+02	9.98E+02	Years Cal BP	152	4	4	0		3.9803	0
	This study	Khukh_Davaa	Z57	Z57.1a:Z57.2a:Z57.3a:Z57.4a:Z57.5a:Z57.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	19.8	LOW	37.7	Site direction included in results table	76	9.98E+02	9.98E+02	Years Cal BP	12	6	6	0		5.5957	100
	This study	Khukh_Davaa	Z57	Z57.1a:Z57.2a:Z57.3a:Z57.4a:Z57.5a:Z57.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	13.1	MAG	181.1	Site direction included in results table	-31.6	9.98E+02	9.98E+02	Years Cal BP	27	6	6	0		5.816	100
	This study	Khukh_Davaa	Z57	Z57.1a:Z57.3a:Z57.4a:Z57.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	7.5	HEM	182.8	Site direction included in results table	-18.6	9.98E+02	9.98E+02	Years Cal BP	153	4	4	0		3.9803	100
	This study	Khukh_Davaa	Z58	Z58.1a:Z58.2a:Z58.3a:Z58.4a:Z58.5a:Z58.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	5.3	LOW	3.5	Site direction included in results table	68.6	9.98E+02	9.98E+02	Years Cal BP	163	6	6	0		5.9692	0
	This study	Khukh_Davaa	Z58	Z58.1a:Z58.2a:Z58.3a:Z58.4a:Z58.5a:Z58.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	17.5	MAG	128.2	Site direction included in results table	-19.4	9.98E+02	9.98E+02	Years Cal BP	16	6	6	0		5.6785	0
	This study	Khukh_Davaa	Z58	Z58.1a:Z58.2a:Z58.3a:Z58.4a:Z58.5a:Z58.6a	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:DE-FM	pmagpy-3.4.0	ACCEPT	4	MID	169.7	Site direction included in results table	-61.1	9.98E+02	9.98E+02	Years Cal BP	281	6	6	0		5.9822	0
	This study	Khukh_Davaa	Z58	Z58.1a:Z58.2a:Z58.3a:Z58.4a:Z58.5a:Z58.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	5.3	LOW	103.3	Site direction included in results table	82.4	9.98E+02	9.98E+02	Years Cal BP	162	6	6	0		5.9692	100
	This study	Khukh_Davaa	Z58	Z58.1a:Z58.2a:Z58.3a:Z58.4a:Z58.5a:Z58.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	17.6	MAG	119.4	Site direction included in results table	-37.6	9.98E+02	9.98E+02	Years Cal BP	16	6	6	0		5.6778	100
	This study	Khukh_Davaa	Z58	Z58.1a:Z58.2a:Z58.3a:Z58.4a:Z58.5a:Z58.6a	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	pmagpy-3.4.0	ACCEPT	4	MID	190.2	Site direction included in results table	-84.7	9.98E+02	9.98E+02	Years Cal BP	281	6	6	0		5.9822	100
